tijd	stand	naam_kort	schaal	teken
2018-10-25 20:00:00	56.000	Teruglevering h	0	-1
2018-10-29 20:00:00	57.000	Teruglevering h	0	-1
2018-11-08 20:00:00	75.000	Teruglevering h	0	-1
2018-11-17 20:00:00	84.000	Teruglevering h	0	-1
2018-11-21 20:00:00	87.000	Teruglevering h	0	-1
2018-11-25 20:00:00	88.000	Teruglevering h	0	-1
2018-11-30 20:00:00	90.000	Teruglevering h	0	-1
2018-12-06 20:00:00	91.000	Teruglevering h	0	-1
2018-12-14 20:00:00	93.000	Teruglevering h	0	-1
2018-12-19 20:00:00	94.000	Teruglevering h	0	-1
2018-12-25 20:00:00	94.000	Teruglevering h	0	-1
2019-01-03 20:00:00	96.000	Teruglevering h	0	-1
2019-01-13 20:00:00	97.000	Teruglevering h	0	-1
2019-01-19 20:00:00	99.000	Teruglevering h	0	-1
2019-01-24 20:00:00	101.000	Teruglevering h	0	-1
2019-01-25 20:00:00	101.000	Teruglevering h	0	-1
2019-01-31 20:00:00	105.000	Teruglevering h	0	-1
2019-02-01 20:00:00	105.000	Teruglevering h	0	-1
2019-02-06 20:00:00	107.000	Teruglevering h	0	-1
2019-02-10 20:00:00	109.000	Teruglevering h	0	-1
2019-02-14 20:00:00	117.000	Teruglevering h	0	-1
2019-02-15 20:00:00	120.000	Teruglevering h	0	-1
2019-02-17 20:00:00	120.000	Teruglevering h	0	-1
2019-02-18 20:00:00	125.000	Teruglevering h	0	-1
2019-02-20 20:00:00	134.000	Teruglevering h	0	-1
2019-02-24 20:00:00	137.000	Teruglevering h	0	-1
2019-02-25 20:00:00	143.000	Teruglevering h	0	-1
2019-02-27 20:00:00	154.000	Teruglevering h	0	-1
2019-03-04 20:00:00	160.000	Teruglevering h	0	-1
2019-03-05 20:00:00	164.000	Teruglevering h	0	-1
2019-03-08 20:00:00	171.000	Teruglevering h	0	-1
2019-03-16 20:00:00	183.000	Teruglevering h	0	-1
2019-03-17 20:00:00	183.000	Teruglevering h	0	-1
2019-03-18 20:00:00	190.000	Teruglevering h	0	-1
2019-03-19 20:00:00	198.000	Teruglevering h	0	-1
2019-03-20 20:00:00	201.000	Teruglevering h	0	-1
2019-03-22 20:00:00	218.000	Teruglevering h	0	-1
2019-03-25 20:00:00	225.000	Teruglevering h	0	-1
2019-03-27 20:00:00	237.000	Teruglevering h	0	-1
2019-03-30 20:00:00	251.000	Teruglevering h	0	-1
2019-04-03 20:00:00	273.000	Teruglevering h	0	-1
2019-04-04 21:01:41.292	277.000	Teruglevering h	0	-1
2019-04-05 21:01:14.656	286.000	Teruglevering h	0	-1
2019-04-06 21:16:46.046	286.000	Teruglevering h	0	-1
2019-04-07 20:11:24.33	286.000	Teruglevering h	0	-1
2019-04-09 21:44:37.228	309.000	Teruglevering h	0	-1
2019-04-10 21:24:50.453	323.000	Teruglevering h	0	-1
2019-04-11 21:58:06.841	335.000	Teruglevering h	0	-1
2019-04-12 21:07:29.304	339.000	Teruglevering h	0	-1
2019-04-13 21:23:22.11	339.000	Teruglevering h	0	-1
2019-04-15 20:21:32.057	353.000	Teruglevering h	0	-1
2019-04-18 20:33:21.714	385.000	Teruglevering h	0	-1
2019-04-19 21:08:11.515	398.000	Teruglevering h	0	-1
2019-04-21 21:56:32.051	398.000	Teruglevering h	0	-1
2019-04-22 20:31:46.769	398.000	Teruglevering h	0	-1
2019-04-24 20:57:41.728	419.000	Teruglevering h	0	-1
2019-04-26 07:49:07.914	428.000	Teruglevering h	0	-1
2019-04-26 21:45:50.389	436.000	Teruglevering h	0	-1
2019-04-28 20:38:08.791	436.000	Teruglevering h	0	-1
2019-05-02 21:41:05.562	470.000	Teruglevering h	0	-1
2019-05-04 23:25:41.866	478.000	Teruglevering h	0	-1
2019-05-05 20:22:51.065	478.000	Teruglevering h	0	-1
2019-05-06 21:28:42.699	488.000	Teruglevering h	0	-1
2019-05-08 21:14:11.378	499.000	Teruglevering h	0	-1
2019-05-12 19:29:50.743	514.000	Teruglevering h	0	-1
2019-05-13 21:00:56.838	531.000	Teruglevering h	0	-1
2019-05-15 21:32:54.565	566.000	Teruglevering h	0	-1
2019-05-16 21:31:30.699	575.000	Teruglevering h	0	-1
2019-05-19 21:18:37.539	579.000	Teruglevering h	0	-1
2019-05-22 20:33:31.999	600.000	Teruglevering h	0	-1
2019-05-23 21:25:24.182	616.000	Teruglevering h	0	-1
2019-05-24 21:03:47.249	631.000	Teruglevering h	0	-1
2019-05-25 21:27:20.222	631.000	Teruglevering h	0	-1
2019-05-27 21:20:08.019	645.000	Teruglevering h	0	-1
2019-05-29 21:55:10.213	669.000	Teruglevering h	0	-1
2019-06-01 22:01:07.109	679.000	Teruglevering h	0	-1
2019-06-05 21:36:31.216	709.000	Teruglevering h	0	-1
2019-06-09 20:06:17.057065	734.000	Teruglevering h	0	-1
2019-06-11 12:12:16.147612	742.000	Teruglevering h	0	-1
2019-06-14 19:35:07.271234	777.000	Teruglevering h	0	-1
2019-06-16 19:21:26.78733	777.000	Teruglevering h	0	-1
2019-06-19 19:36:10.648472	817.000	Teruglevering h	0	-1
2019-06-20 20:13:01.799891	828.000	Teruglevering h	0	-1
2019-06-21 18:44:56.748117	842.000	Teruglevering h	0	-1
2019-06-22 19:29:52.111825	842.000	Teruglevering h	0	-1
2019-06-24 19:44:50.792076	858.000	Teruglevering h	0	-1
2019-06-25 19:51:07.121091	871.000	Teruglevering h	0	-1
2019-06-28 18:17:02.320732	919.000	Teruglevering h	0	-1
2019-07-01 17:33:58.832088	934.000	Teruglevering h	0	-1
2019-07-04 19:21:53.483798	977.000	Teruglevering h	0	-1
2019-07-05 20:04:05.846919	992.000	Teruglevering h	0	-1
2019-07-06 19:43:48.943018	992.000	Teruglevering h	0	-1
2019-07-07 19:18:11.993542	992.000	Teruglevering h	0	-1
2019-07-14 18:29:25.983576	1045.000	Teruglevering h	0	-1
2019-07-16 18:25:14.950234	1059.000	Teruglevering h	0	-1
2019-07-22 19:49:28.904635	1109.000	Teruglevering h	0	-1
2019-07-24 19:24:18.717939	1140.000	Teruglevering h	0	-1
2019-07-25 19:37:41.692994	1154.000	Teruglevering h	0	-1
2019-07-26 18:50:19.100658	1167.000	Teruglevering h	0	-1
2019-07-27 19:31:43.380108	1167.000	Teruglevering h	0	-1
2019-08-04 18:35:56.348573	1223.000	Teruglevering h	0	-1
2019-08-08 19:38:53.533223	1272.000	Teruglevering h	0	-1
2019-08-09 19:48:53.436073	1275.000	Teruglevering h	0	-1
2019-08-11 18:28:08.345001	1275.000	Teruglevering h	0	-1
2019-08-12 19:00:25.128701	1286.000	Teruglevering h	0	-1
2019-08-14 17:57:27.861734	1309.000	Teruglevering h	0	-1
2019-08-17 19:40:35.790437	1326.000	Teruglevering h	0	-1
2019-08-22 20:09:20.490645	1372.000	Teruglevering h	0	-1
2019-08-25 17:38:06.822209	1384.000	Teruglevering h	0	-1
2019-08-28 17:32:54.12587	1417.000	Teruglevering h	0	-1
2019-08-30 20:15:15.486762	1433.000	Teruglevering h	0	-1
2019-08-31 19:57:32.067162	1433.000	Teruglevering h	0	-1
2019-09-04 16:30:05.04425	1450.000	Teruglevering h	0	-1
2019-09-05 19:33:10.260003	1458.000	Teruglevering h	0	-1
2019-09-06 18:50:28.856247	1466.000	Teruglevering h	0	-1
2019-09-08 18:54:10.924606	1466.000	Teruglevering h	0	-1
2019-09-10 18:17:00.202631	1485.000	Teruglevering h	0	-1
2019-09-13 19:40:10.345242	1503.000	Teruglevering h	0	-1
2019-09-16 18:07:42.076549	1505.000	Teruglevering h	0	-1
2019-09-18 18:32:15.524417	1518.000	Teruglevering h	0	-1
2019-09-20 18:51:12.347135	1535.000	Teruglevering h	0	-1
2019-09-23 18:08:23.724029	1541.000	Teruglevering h	0	-1
2019-09-25 18:31:08.557607	1548.000	Teruglevering h	0	-1
2019-09-28 16:45:29.134829	1553.000	Teruglevering h	0	-1
2019-10-04 19:30:38.629939	1571.000	Teruglevering h	0	-1
2019-10-06 18:55:17.589409	1571.000	Teruglevering h	0	-1
2019-10-09 16:41:30.106919	1579.000	Teruglevering h	0	-1
2019-10-12 19:36:56.102803	1584.000	Teruglevering h	0	-1
2019-10-14 17:49:15.012691	1587.000	Teruglevering h	0	-1
2019-10-18 18:10:09.461309	1595.000	Teruglevering h	0	-1
2019-10-20 18:37:11.93363	1595.000	Teruglevering h	0	-1
2019-10-25 19:51:27.326462	1609.000	Teruglevering h	0	-1
2019-11-01 20:28:14.066295	1622.000	Teruglevering h	0	-1
2019-11-08 20:12:30.110509	1629.000	Teruglevering h	0	-1
2019-11-11 20:28:03.581005	1630.000	Teruglevering h	0	-1
2019-11-17 19:08:18.879313	1634.000	Teruglevering h	0	-1
2019-11-20 21:12:17.343502	1637.000	Teruglevering h	0	-1
2019-11-22 20:45:11.492709	1640.000	Teruglevering h	0	-1
2019-11-23 20:33:51.426461	1640.000	Teruglevering h	0	-1
2019-11-25 18:47:41.390677	1641.000	Teruglevering h	0	-1
2019-12-01 20:02:21.041629	1642.000	Teruglevering h	0	-1
2019-12-04 21:16:31.385491	1644.000	Teruglevering h	0	-1
2019-12-07 21:13:37.197988	1644.000	Teruglevering h	0	-1
2019-12-11 21:50:05.98005	1645.000	Teruglevering h	0	-1
2019-12-13 21:07:41.57197	1646.000	Teruglevering h	0	-1
2019-12-15 20:24:47.738658	1646.000	Teruglevering h	0	-1
2019-12-19 21:20:41.32164	1647.000	Teruglevering h	0	-1
2019-12-22 21:34:33.953964	1647.000	Teruglevering h	0	-1
2019-12-23 22:20:44.92722	1647.000	Teruglevering h	0	-1
2019-12-27 21:18:12.986089	1647.000	Teruglevering h	0	-1
2019-12-30 21:59:02.071988	1648.000	Teruglevering h	0	-1
2019-12-31 21:39:30.880798	1648.000	Teruglevering h	0	-1
2020-01-01 22:04:38.083229	1648.000	Teruglevering h	0	-1
2020-01-02 21:39:12.959036	1648.000	Teruglevering h	0	-1
2020-01-03 20:44:40.144275	1648.000	Teruglevering h	0	-1
2020-01-04 22:15:12.684325	1648.000	Teruglevering h	0	-1
2020-01-05 21:01:11.981082	1648.000	Teruglevering h	0	-1
2020-01-08 19:48:43.66662	1648.000	Teruglevering h	0	-1
2020-01-12 21:05:40.731454	1648.000	Teruglevering h	0	-1
2020-01-14 20:53:32.848489	1649.000	Teruglevering h	0	-1
2020-01-18 08:05:41.745825	1651.000	Teruglevering h	0	-1
2020-01-18 21:47:22.06866	1651.000	Teruglevering h	0	-1
2020-01-21 07:41:41.702318	1652.000	Teruglevering h	0	-1
2020-01-22 20:26:20.598518	1652.000	Teruglevering h	0	-1
2020-01-23 20:03:31.174051	1654.000	Teruglevering h	0	-1
2020-01-25 21:53:28.144788	1654.000	Teruglevering h	0	-1
2020-01-26 21:06:25.952517	1654.000	Teruglevering h	0	-1
2020-01-29 05:28:30.24285	1655.000	Teruglevering h	0	-1
2020-01-29 19:51:17.269899	1656.000	Teruglevering h	0	-1
2020-01-31 21:20:04.375673	1659.000	Teruglevering h	0	-1
2020-02-06 13:57:06.870189	1664.000	Teruglevering h	0	-1
2020-02-06 21:19:00.26203	1664.000	Teruglevering h	0	-1
2020-02-08 23:15:18.285744	1666.000	Teruglevering h	0	-1
2020-02-10 20:41:32.530559	1668.000	Teruglevering h	0	-1
2020-02-13 21:03:47.577728	1672.000	Teruglevering h	0	-1
2020-02-15 21:08:26.849296	1673.000	Teruglevering h	0	-1
2020-02-17 21:15:08.581581	1676.000	Teruglevering h	0	-1
2020-02-18 21:13:08.040965	1678.000	Teruglevering h	0	-1
2020-02-25 08:00:05.595057	1683.000	Teruglevering h	0	-1
2020-02-25 21:23:45.586415	1687.000	Teruglevering h	0	-1
2020-02-26 19:21:21.912796	1690.000	Teruglevering h	0	-1
2020-03-01 18:56:21.11226	1693.000	Teruglevering h	0	-1
2020-03-04 20:49:21.038049	1704.000	Teruglevering h	0	-1
2020-03-05 20:33:02.022131	1705.000	Teruglevering h	0	-1
2020-03-07 21:16:44.114019	1706.000	Teruglevering h	0	-1
2020-03-09 21:15:28.049827	1712.000	Teruglevering h	0	-1
2020-03-12 21:14:20.371358	1724.000	Teruglevering h	0	-1
2020-03-13 20:19:16.718038	1728.000	Teruglevering h	0	-1
2020-03-17 07:19:02.872459	1733.000	Teruglevering h	0	-1
2020-03-17 21:01:23.832285	1742.000	Teruglevering h	0	-1
2020-03-18 19:40:06.465588	1746.000	Teruglevering h	0	-1
2020-03-19 21:33:10.033875	1751.000	Teruglevering h	0	-1
2020-03-20 21:08:40.476816	1751.000	Teruglevering h	0	-1
2020-03-21 21:32:04.369135	1752.000	Teruglevering h	0	-1
2020-03-22 20:01:30.620037	1752.000	Teruglevering h	0	-1
2020-03-23 21:47:35.200954	1763.000	Teruglevering h	0	-1
2020-03-24 20:12:15.760812	1772.000	Teruglevering h	0	-1
2020-03-25 21:13:56.750339	1783.000	Teruglevering h	0	-1
2020-03-27 22:03:58.841455	1803.000	Teruglevering h	0	-1
2020-03-29 21:40:20.734468	1803.000	Teruglevering h	0	-1
2020-03-31 21:42:34.645257	1819.000	Teruglevering h	0	-1
2020-04-01 20:38:56.798136	1829.000	Teruglevering h	0	-1
2020-04-04 21:27:16.846827	1839.000	Teruglevering h	0	-1
2020-04-11 07:48:33.089193	1891.000	Teruglevering h	0	-1
2020-04-11 19:38:15.154236	1891.000	Teruglevering h	0	-1
2020-04-14 20:54:46.759264	1896.000	Teruglevering h	0	-1
2020-04-17 20:04:55.255435	1932.000	Teruglevering h	0	-1
2020-04-23 22:03:43.361532	1982.000	Teruglevering h	0	-1
2020-04-26 21:58:53.172277	1994.000	Teruglevering h	0	-1
2020-04-27 20:57:11.168827	1994.000	Teruglevering h	0	-1
2020-04-30 21:29:46.292342	2013.000	Teruglevering h	0	-1
2020-05-07 20:19:50.526475	2075.000	Teruglevering h	0	-1
2020-05-08 21:02:25.356689	2089.000	Teruglevering h	0	-1
2020-05-12 20:17:24.715551	2110.000	Teruglevering h	0	-1
2020-05-15 20:55:55.043313	2143.000	Teruglevering h	0	-1
2020-05-19 22:00:12.075103	2175.000	Teruglevering h	0	-1
2020-05-26 17:20:10.066713	2220.000	Teruglevering h	0	-1
2020-05-27 22:15:13.355539	2235.000	Teruglevering h	0	-1
2020-05-31 20:24:07.237634	2269.000	Teruglevering h	0	-1
2020-06-01 20:43:34.053373	2269.000	Teruglevering h	0	-1
2020-06-08 21:57:43.926268	2312.000	Teruglevering h	0	-1
2020-06-12 20:13:08.249501	2355.000	Teruglevering h	0	-1
2020-06-14 21:38:52.739883	2355.000	Teruglevering h	0	-1
2020-06-20 22:02:40.892987	2412.000	Teruglevering h	0	-1
2020-06-21 21:01:44.439783	2412.000	Teruglevering h	0	-1
2020-06-22 21:51:08.842505	2425.000	Teruglevering h	0	-1
2020-06-24 22:04:56.214131	2460.000	Teruglevering h	0	-1
2020-06-30 20:22:05.808316	2504.000	Teruglevering h	0	-1
2020-07-02 21:45:05.644488	2520.000	Teruglevering h	0	-1
2020-07-08 22:01:29.731499	2555.000	Teruglevering h	0	-1
2020-07-13 21:44:09.045849	2579.000	Teruglevering h	0	-1
2020-07-19 21:30:28.266137	2604.000	Teruglevering h	0	-1
2020-07-24 22:00:26.117281	2662.000	Teruglevering h	0	-1
2020-08-01 22:05:45.528047	2718.000	Teruglevering h	0	-1
2020-08-06 21:59:00.705999	2771.000	Teruglevering h	0	-1
2020-08-08 21:38:46.729563	2783.000	Teruglevering h	0	-1
2020-08-11 22:10:16.926346	2806.000	Teruglevering h	0	-1
2020-08-16 20:26:06.465213	2833.000	Teruglevering h	0	-1
2020-08-27 11:34:24.826995	2891.000	Teruglevering h	0	-1
2020-08-29 20:40:03.364767	2902.000	Teruglevering h	0	-1
2020-09-04 19:19:19.970641	2935.000	Teruglevering h	0	-1
2020-09-13 19:48:21.887352	2963.000	Teruglevering h	0	-1
2020-09-20 19:32:47.832659	3006.000	Teruglevering h	0	-1
2020-09-26 21:30:35.566932	3039.000	Teruglevering h	0	-1
2020-10-04 21:23:02.145119	3049.000	Teruglevering h	0	-1
2020-10-09 20:55:21.551474	3059.000	Teruglevering h	0	-1
2020-10-17 21:12:35.845717	3070.000	Teruglevering h	0	-1
2020-10-23 21:28:29.58138	3077.000	Teruglevering h	0	-1
2020-10-29 21:49:08.700748	3083.000	Teruglevering h	0	-1
2020-11-09 07:03:23.962395	3094.000	Teruglevering h	0	-1
2020-11-14 20:42:40.395382	3099.000	Teruglevering h	0	-1
2020-11-25 06:57:14.627811	3104.000	Teruglevering h	0	-1
2020-12-01 21:44:37.681956	3106.000	Teruglevering h	0	-1
2020-12-07 20:22:23.571979	3107.000	Teruglevering h	0	-1
2020-12-21 21:59:00.34613	3108.000	Teruglevering h	0	-1
2020-12-31 19:35:17.114993	3109.000	Teruglevering h	0	-1
2021-01-03 21:21:10.339646	3109.000	Teruglevering h	0	-1
2021-01-12 07:16:21.647425	3109.000	Teruglevering h	0	-1
2021-01-17 07:21:42.461054	3110.000	Teruglevering h	0	-1
2021-01-22 20:07:47.401703	3112.000	Teruglevering h	0	-1
2021-01-28 21:59:06.28114	3115.000	Teruglevering h	0	-1
2021-02-05 21:08:26.835466	3117.000	Teruglevering h	0	-1
2021-02-08 21:23:05.428136	3117.000	Teruglevering h	0	-1
2021-02-09 21:23:35.625366	3117.000	Teruglevering h	0	-1
2021-02-12 09:19:29.734011	3118.000	Teruglevering h	0	-1
2021-02-14 21:47:19.503118	3120.000	Teruglevering h	0	-1
2021-02-16 21:13:03.068269	3123.000	Teruglevering h	0	-1
2021-02-17 21:56:44.425868	3125.000	Teruglevering h	0	-1
2021-02-19 20:50:55.049154	3130.000	Teruglevering h	0	-1
2021-02-27 21:42:02.800223	3149.000	Teruglevering h	0	-1
2021-03-23 07:14:16.739692	3202.000	Teruglevering h	0	-1
2021-03-25 22:11:38.034456	3219.000	Teruglevering h	0	-1
2021-04-04 21:55:41.284726	3271.000	Teruglevering h	0	-1
2021-04-22 18:57:14.588983	3388.000	Teruglevering h	0	-1
2021-04-26 21:47:24.593916	3409.000	Teruglevering h	0	-1
2021-04-29 19:27:20.62953	3421.000	Teruglevering h	0	-1
2021-05-01 21:16:18.353534	3424.000	Teruglevering h	0	-1
2021-05-02 19:31:25.913615	3424.000	Teruglevering h	0	-1
2021-05-06 19:15:41.788925	3456.000	Teruglevering h	0	-1
2021-05-08 21:17:43.793363	3463.000	Teruglevering h	0	-1
2021-05-12 20:09:17.521847	3482.000	Teruglevering h	0	-1
2021-05-13 19:21:28.93798	3482.000	Teruglevering h	0	-1
2021-05-19 21:06:15.789356	3515.000	Teruglevering h	0	-1
2021-05-25 18:59:20.392456	3540.000	Teruglevering h	0	-1
2021-06-01 21:34:55.671793	3598.000	Teruglevering h	0	-1
2021-06-09 20:39:57.521435	3686.000	Teruglevering h	0	-1
2021-06-24 20:52:57.238052	3813.000	Teruglevering h	0	-1
2021-06-25 21:57:56.737072	3819.000	Teruglevering h	0	-1
2021-06-30 21:42:14.025565	3837.000	Teruglevering h	0	-1
2021-07-11 20:43:05.461237	3895.000	Teruglevering h	0	-1
2021-07-16 21:40:30.122025	3915.000	Teruglevering h	0	-1
2021-07-18 19:19:05.308052	3915.000	Teruglevering h	0	-1
2021-07-23 21:20:59.117831	3976.000	Teruglevering h	0	-1
2021-07-25 20:51:38.18212	3976.000	Teruglevering h	0	-1
2021-08-05 20:02:44.231091	4056.000	Teruglevering h	0	-1
2021-08-20 21:40:54.587398	4132.000	Teruglevering h	0	-1
2021-08-26 18:50:53.565111	4169.000	Teruglevering h	0	-1
2021-09-10 21:37:38.230863	4252.000	Teruglevering h	0	-1
2021-09-22 21:00:36.863435	4303.000	Teruglevering h	0	-1
2021-10-01 21:29:49.214949	4329.000	Teruglevering h	0	-1
2021-10-16 22:24:04.497127	4361.000	Teruglevering h	0	-1
2021-10-31 20:11:20.111771	4381.000	Teruglevering h	0	-1
2021-11-06 21:56:04.316995	4386.000	Teruglevering h	0	-1
2021-11-24 21:42:31.546281	4396.000	Teruglevering h	0	-1
2021-12-06 21:23:23.88811	4398.000	Teruglevering h	0	-1
2021-12-21 21:44:23.531816	4400.000	Teruglevering h	0	-1
2021-12-25 20:07:04.394511	4400.000	Teruglevering h	0	-1
2022-01-11 20:06:51.330485	4402.000	Teruglevering h	0	-1
2022-01-21 21:53:38.682928	4404.000	Teruglevering h	0	-1
2022-01-25 21:22:03.244772	4404.000	Teruglevering h	0	-1
2022-02-02 21:29:25.33035	4406.000	Teruglevering h	0	-1
2022-02-14 21:03:35.413481	4416.000	Teruglevering h	0	-1
2022-02-26 08:50:16.833821	4431.000	Teruglevering h	0	-1
2022-03-10 22:26:19.908725	4486.000	Teruglevering h	0	-1
2022-03-26 06:20:27.96695	4559.000	Teruglevering h	0	-1
2022-04-01 09:27:38.408947	4582.000	Teruglevering h	0	-1
2022-04-06 20:13:39.14348	4586.000	Teruglevering h	0	-1
2022-04-30 19:24:22.899566	4716.000	Teruglevering h	0	-1
2022-05-12 20:16:02.954076	4834.000	Teruglevering h	0	-1
2022-05-31 18:36:49.656554	4948.000	Teruglevering h	0	-1
2022-06-08 21:42:53.625863	5002.000	Teruglevering h	0	-1
2022-06-15 07:06:58.182293	5060.000	Teruglevering h	0	-1
2022-06-21 13:16:48.942055	5130.000	Teruglevering h	0	-1
2022-06-28 21:37:58.395809	5200.000	Teruglevering h	0	-1
2022-07-18 21:10:17.193724	5371.000	Teruglevering h	0	-1
2022-07-25 18:04:23.407924	5416.000	Teruglevering h	0	-1
2022-08-11 20:05:11.04401	5560.000	Teruglevering h	0	-1
2022-08-27 08:01:11.853647	5643.000	Teruglevering h	0	-1
2022-09-23 08:14:05.742324	5796.000	Teruglevering h	0	-1
2022-09-25 20:54:28.826707	5800.000	Teruglevering h	0	-1
2022-10-07 15:04:07.695795	5850.000	Teruglevering h	0	-1
2022-10-15 09:29:35.378675	5866.000	Teruglevering h	0	-1
2022-10-21 21:03:16.57891	5878.000	Teruglevering h	0	-1
2022-10-25 12:49:18.958887	5880.000	Teruglevering h	0	-1
2022-11-05 18:59:18.937501	5897.000	Teruglevering h	0	-1
2022-11-09 20:28:50.40973	5899.000	Teruglevering h	0	-1
2022-11-15 07:54:06.392004	5904.000	Teruglevering h	0	-1
2022-11-19 22:31:28.424808	5908.000	Teruglevering h	0	-1
2022-11-22 20:38:15.804817	5909.000	Teruglevering h	0	-1
2022-11-23 22:45:28.967649	5910.000	Teruglevering h	0	-1
2022-11-25 19:21:33.194607	5911.000	Teruglevering h	0	-1
2022-12-03 21:23:31.343069	5912.000	Teruglevering h	0	-1
2022-12-11 08:54:18.668788	5914.000	Teruglevering h	0	-1
2022-12-13 10:45:25.124445	5914.000	Teruglevering h	0	-1
2022-12-14 08:21:29.558763	5914.000	Teruglevering h	0	-1
2022-12-15 12:48:30.064942	5914.000	Teruglevering h	0	-1
2022-12-16 20:25:45.426863	5914.000	Teruglevering h	0	-1
2022-12-18 21:26:12.820758	5914.000	Teruglevering h	0	-1
2022-12-20 20:20:49.706492	5914.000	Teruglevering h	0	-1
2022-12-24 07:29:23.862675	5914.000	Teruglevering h	0	-1
2022-12-28 19:06:31.030765	5915.000	Teruglevering h	0	-1
2022-12-30 19:40:05.338944	5915.000	Teruglevering h	0	-1
2022-12-31 19:27:52.254187	5915.000	Teruglevering h	0	-1
2023-01-03 17:57:08.121379	5915.000	Teruglevering h	0	-1
2023-01-06 21:10:18.537598	5916.000	Teruglevering h	0	-1
2023-01-14 08:32:10.411292	5917.000	Teruglevering h	0	-1
2023-01-19 08:31:30.203234	5919.000	Teruglevering h	0	-1
2023-01-23 20:41:48.740508	5920.000	Teruglevering h	0	-1
2023-01-25 19:05:20.06966	5920.000	Teruglevering h	0	-1
2023-01-27 19:10:00.93466	5921.000	Teruglevering h	0	-1
2023-01-29 20:00:14.604879	5921.000	Teruglevering h	0	-1
2023-01-31 21:38:54.352718	5923.000	Teruglevering h	0	-1
2023-02-02 21:59:16.420728	5923.000	Teruglevering h	0	-1
(2260 rows)
